               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 154,            0.030696,            0.008999,           0.0069552,             0.99209,                   1,               0.995,              0.8137,            0.014945,           0.0043444,           0.0030658,           0.0069706,           0.0069706,           0.0069706
                 155,            0.030927,            0.010049,            0.005798,             0.98394,                   1,               0.995,             0.75642,            0.012411,           0.0041084,            0.003264,           0.0069508,           0.0069508,           0.0069508
                 156,            0.027298,           0.0096346,           0.0086378,             0.98394,                   1,               0.995,             0.75642,            0.012411,           0.0041084,            0.003264,            0.006931,            0.006931,            0.006931
                 157,            0.025557,           0.0095023,           0.0091908,             0.97843,                   1,               0.995,             0.77386,            0.013079,           0.0042093,           0.0035258,           0.0069112,           0.0069112,           0.0069112
                 158,            0.030205,            0.008629,           0.0070854,             0.85263,               0.975,             0.91443,             0.51935,            0.019505,           0.0045233,           0.0034192,           0.0068914,           0.0068914,           0.0068914
                 159,            0.034838,           0.0095297,           0.0063861,             0.98359,                   1,               0.995,             0.67976,            0.018101,           0.0042851,           0.0031626,           0.0068716,           0.0068716,           0.0068716
                 160,            0.029448,           0.0088886,           0.0052123,             0.98359,                   1,               0.995,             0.67976,            0.018101,           0.0042851,           0.0031626,           0.0068518,           0.0068518,           0.0068518
                 161,            0.026673,           0.0098104,           0.0073976,             0.98061,                   1,               0.995,             0.68711,            0.013792,           0.0041722,           0.0031574,            0.006832,            0.006832,            0.006832
                 162,            0.027254,           0.0093354,           0.0057971,              0.9585,                   1,             0.99024,              0.6755,            0.016993,           0.0044008,           0.0030933,           0.0068122,           0.0068122,           0.0068122
                 163,            0.032588,           0.0081567,            0.007343,             0.84239,                0.95,             0.92982,             0.62916,            0.018055,            0.004472,           0.0029523,           0.0067924,           0.0067924,           0.0067924
                 164,            0.033881,           0.0083386,            0.010976,             0.84239,                0.95,             0.92982,             0.62916,            0.018055,            0.004472,           0.0029523,           0.0067726,           0.0067726,           0.0067726
                 165,            0.026761,           0.0084234,           0.0062753,             0.91365,               0.975,             0.96364,             0.73391,             0.01344,           0.0044464,           0.0028676,           0.0067528,           0.0067528,           0.0067528
                 166,            0.026092,           0.0082202,           0.0051697,              0.9935,                   1,               0.995,             0.76132,            0.013624,            0.004413,           0.0031164,            0.006733,            0.006733,            0.006733
                 167,            0.030134,           0.0090917,           0.0076714,             0.98858,             0.97743,               0.995,             0.73787,            0.013984,           0.0044774,           0.0047774,           0.0067132,           0.0067132,           0.0067132
                 168,             0.02909,           0.0083788,           0.0058009,             0.98858,             0.97743,               0.995,             0.73787,            0.013984,           0.0044774,           0.0047774,           0.0066934,           0.0066934,           0.0066934
                 169,            0.026352,           0.0085626,           0.0081631,             0.96217,             0.97564,               0.995,              0.8059,            0.011714,            0.004445,           0.0067849,           0.0066736,           0.0066736,           0.0066736
                 170,            0.025096,           0.0089181,           0.0046281,             0.87236,             0.95826,             0.98388,             0.66431,            0.018024,           0.0045279,           0.0099861,           0.0066538,           0.0066538,           0.0066538
                 171,            0.033643,           0.0091377,           0.0066817,             0.91931,             0.95122,              0.9819,             0.74567,            0.014499,           0.0043921,            0.011915,            0.006634,            0.006634,            0.006634
                 172,            0.029583,           0.0087383,           0.0050966,             0.91931,             0.95122,              0.9819,             0.74567,            0.014499,           0.0043921,            0.011915,           0.0066142,           0.0066142,           0.0066142
                 173,            0.026666,           0.0078258,           0.0062313,             0.91909,             0.94101,               0.984,             0.77874,            0.012871,           0.0042453,            0.013207,           0.0065944,           0.0065944,           0.0065944
                 174,            0.026225,           0.0081025,            0.005726,             0.78076,             0.91878,             0.93768,             0.57843,            0.017061,           0.0043378,            0.015456,           0.0065746,           0.0065746,           0.0065746
                 175,            0.032749,           0.0082168,           0.0059158,             0.84796,             0.92001,             0.94976,             0.72285,            0.016393,           0.0044776,            0.014664,           0.0065548,           0.0065548,           0.0065548
                 176,            0.026348,           0.0084591,           0.0057689,             0.84796,             0.92001,             0.94976,             0.72285,            0.016393,           0.0044776,            0.014664,            0.006535,            0.006535,            0.006535
                 177,            0.027287,           0.0086233,           0.0089047,             0.93809,             0.92365,             0.98699,             0.82024,            0.014092,           0.0043762,            0.011649,           0.0065152,           0.0065152,           0.0065152
                 178,            0.026738,           0.0085407,           0.0062838,              0.9366,             0.96559,             0.99273,             0.71396,            0.015619,           0.0043424,           0.0092597,           0.0064954,           0.0064954,           0.0064954
                 179,            0.033026,           0.0085767,           0.0055528,             0.95078,             0.99593,               0.995,             0.70787,              0.0144,           0.0042342,           0.0051077,           0.0064756,           0.0064756,           0.0064756
                 180,            0.029151,           0.0085332,           0.0074242,             0.95078,             0.99593,               0.995,             0.70787,              0.0144,           0.0042342,           0.0051077,           0.0064558,           0.0064558,           0.0064558
                 181,            0.024146,           0.0085116,           0.0052142,             0.98434,             0.99619,               0.995,             0.80617,            0.012083,           0.0040601,           0.0035505,            0.006436,            0.006436,            0.006436
                 182,            0.027305,           0.0080206,           0.0047092,             0.94211,                   1,             0.99381,             0.72668,            0.016289,           0.0044407,             0.00299,           0.0064162,           0.0064162,           0.0064162
                 183,            0.031816,           0.0084597,           0.0055576,              0.9964,                   1,               0.995,             0.72226,            0.016582,           0.0045927,           0.0028897,           0.0063964,           0.0063964,           0.0063964
                 184,            0.028937,            0.009281,            0.004979,              0.9964,                   1,               0.995,             0.72226,            0.016582,           0.0045927,           0.0028897,           0.0063766,           0.0063766,           0.0063766
                 185,            0.025053,           0.0087923,           0.0046352,             0.99707,                   1,               0.995,             0.77843,            0.014626,           0.0045593,           0.0028481,           0.0063568,           0.0063568,           0.0063568
                 186,            0.027066,           0.0080868,           0.0040231,             0.99685,                   1,               0.995,             0.76304,            0.014358,           0.0042648,           0.0027239,            0.006337,            0.006337,            0.006337
                 187,            0.029248,           0.0082975,           0.0055228,             0.99525,                   1,               0.995,             0.65158,            0.018435,           0.0045808,           0.0026197,           0.0063172,           0.0063172,           0.0063172
                 188,            0.032691,           0.0093626,           0.0048219,             0.99525,                   1,               0.995,             0.65158,            0.018435,           0.0045808,           0.0026197,           0.0062974,           0.0062974,           0.0062974
                 189,            0.027938,           0.0075053,           0.0066224,             0.99428,                   1,               0.995,             0.76018,            0.014034,           0.0042412,           0.0025991,           0.0062776,           0.0062776,           0.0062776
                 190,            0.027423,            0.008913,           0.0069803,             0.95106,                   1,             0.99262,             0.76069,            0.016808,           0.0042028,             0.00249,           0.0062578,           0.0062578,           0.0062578
                 191,            0.031353,           0.0094123,            0.006403,             0.99462,                   1,               0.995,             0.77776,            0.012314,           0.0040169,           0.0024473,            0.006238,            0.006238,            0.006238
                 192,            0.029402,           0.0096547,           0.0056738,             0.99462,                   1,               0.995,             0.77776,            0.012314,           0.0040169,           0.0024473,           0.0062182,           0.0062182,           0.0062182
                 193,            0.027731,            0.008552,           0.0051423,             0.99393,                   1,               0.995,             0.81017,           0.0097456,           0.0037816,           0.0024246,           0.0061984,           0.0061984,           0.0061984
                 194,             0.02463,           0.0088073,           0.0067784,             0.99389,                   1,               0.995,             0.78948,            0.014051,           0.0039675,           0.0024076,           0.0061786,           0.0061786,           0.0061786
                 195,            0.023783,           0.0082399,           0.0044689,             0.83129,                   1,             0.94193,             0.64657,            0.019406,           0.0042406,           0.0023622,           0.0061588,           0.0061588,           0.0061588
                 196,            0.034633,            0.010445,           0.0055803,             0.83129,                   1,             0.94193,             0.64657,            0.019406,           0.0042406,           0.0023622,            0.006139,            0.006139,            0.006139
                 197,            0.030735,           0.0089685,           0.0072384,             0.99398,                   1,               0.995,             0.77925,            0.016456,           0.0041016,           0.0023897,           0.0061192,           0.0061192,           0.0061192
                 198,            0.030573,           0.0073879,           0.0068482,              0.9937,                   1,               0.995,             0.77615,            0.013896,           0.0041462,           0.0024803,           0.0060994,           0.0060994,           0.0060994
                 199,            0.026918,           0.0084253,           0.0042769,             0.99197,                   1,               0.995,             0.79259,            0.014469,            0.004192,            0.002506,           0.0060796,           0.0060796,           0.0060796
                 200,            0.025978,           0.0090745,           0.0072944,             0.99197,                   1,               0.995,             0.79259,            0.014469,            0.004192,            0.002506,           0.0060598,           0.0060598,           0.0060598
                 201,            0.024352,           0.0074257,           0.0050702,             0.99345,                   1,               0.995,             0.86216,            0.013299,           0.0039614,           0.0024811,             0.00604,             0.00604,             0.00604
                 202,             0.02779,           0.0081819,           0.0071202,             0.98072,                   1,               0.995,             0.84795,            0.014568,           0.0040242,           0.0024611,           0.0060202,           0.0060202,           0.0060202
                 203,            0.028364,           0.0077303,           0.0059442,             0.98562,                   1,               0.995,             0.73092,            0.018674,           0.0040602,           0.0024613,           0.0060004,           0.0060004,           0.0060004
                 204,            0.029087,           0.0079144,           0.0052826,             0.98562,                   1,               0.995,             0.73092,            0.018674,           0.0040602,           0.0024613,           0.0059806,           0.0059806,           0.0059806
                 205,            0.027501,            0.007987,           0.0070892,             0.98262,                   1,               0.995,             0.82665,              0.0152,            0.003859,           0.0025314,           0.0059608,           0.0059608,           0.0059608
                 206,            0.027532,           0.0079755,           0.0050053,             0.99445,                   1,               0.995,             0.78718,            0.014482,           0.0040459,           0.0025982,            0.005941,            0.005941,            0.005941
                 207,            0.028547,             0.00823,           0.0093685,             0.99456,                   1,               0.995,             0.77324,             0.01366,           0.0039576,           0.0026428,           0.0059212,           0.0059212,           0.0059212
                 208,            0.025829,           0.0088673,           0.0047533,             0.99456,                   1,               0.995,             0.77324,             0.01366,           0.0039576,           0.0026428,           0.0059014,           0.0059014,           0.0059014
                 209,            0.023366,           0.0079977,           0.0046103,             0.99475,                   1,               0.995,             0.79227,            0.012141,           0.0038751,           0.0027154,           0.0058816,           0.0058816,           0.0058816
                 210,            0.023434,           0.0083592,           0.0056146,             0.99475,                   1,               0.995,             0.84029,            0.012564,           0.0038621,           0.0027162,           0.0058618,           0.0058618,           0.0058618
                 211,            0.024596,           0.0089318,           0.0047924,             0.99485,                   1,               0.995,              0.7684,            0.014136,           0.0039527,           0.0027474,            0.005842,            0.005842,            0.005842
                 212,            0.028475,           0.0084935,           0.0070588,             0.99485,                   1,               0.995,              0.7684,            0.014136,           0.0039527,           0.0027474,           0.0058222,           0.0058222,           0.0058222
                 213,            0.025494,           0.0082014,           0.0061204,             0.99511,                   1,               0.995,             0.79716,            0.013204,           0.0038633,           0.0027748,           0.0058024,           0.0058024,           0.0058024
                 214,            0.024238,           0.0070157,           0.0062187,             0.97326,                   1,               0.995,             0.82721,            0.016721,           0.0038969,           0.0028416,           0.0057826,           0.0057826,           0.0057826
                 215,            0.026677,           0.0086069,           0.0062928,             0.99632,                   1,               0.995,             0.81183,            0.011366,           0.0036568,           0.0028664,           0.0057628,           0.0057628,           0.0057628
                 216,            0.027285,           0.0080781,           0.0060719,             0.99632,                   1,               0.995,             0.81183,            0.011366,           0.0036568,           0.0028664,            0.005743,            0.005743,            0.005743
                 217,            0.023674,           0.0085205,           0.0047642,              0.9965,                   1,               0.995,             0.81641,            0.011116,           0.0036662,             0.00293,           0.0057232,           0.0057232,           0.0057232
                 218,              0.0244,           0.0072915,            0.010688,             0.99631,                   1,               0.995,              0.8699,            0.012213,           0.0036713,           0.0029118,           0.0057034,           0.0057034,           0.0057034
                 219,            0.023599,           0.0079573,           0.0087507,             0.99601,                   1,               0.995,             0.81238,            0.011638,           0.0037213,           0.0029093,           0.0056836,           0.0056836,           0.0056836
                 220,            0.026207,           0.0089148,           0.0045032,             0.99601,                   1,               0.995,             0.81238,            0.011638,           0.0037213,           0.0029093,           0.0056638,           0.0056638,           0.0056638
                 221,            0.025214,            0.008281,           0.0043027,             0.99569,                   1,               0.995,              0.8398,            0.012332,           0.0038168,           0.0029174,            0.005644,            0.005644,            0.005644
                 222,            0.026359,           0.0078563,           0.0066994,             0.99575,                   1,               0.995,             0.71778,            0.015823,           0.0039393,           0.0028789,           0.0056242,           0.0056242,           0.0056242
                 223,            0.028557,           0.0079451,           0.0036595,             0.99541,                   1,               0.995,             0.79009,            0.013927,           0.0037205,           0.0029418,           0.0056044,           0.0056044,           0.0056044
                 224,             0.02409,           0.0082821,           0.0042416,             0.99541,                   1,               0.995,             0.79009,            0.013927,           0.0037205,           0.0029418,           0.0055846,           0.0055846,           0.0055846
                 225,             0.02367,            0.007262,           0.0046524,              0.9955,                   1,               0.995,             0.82422,            0.013789,           0.0037109,           0.0028814,           0.0055648,           0.0055648,           0.0055648
                 226,            0.024287,           0.0075194,            0.006514,             0.99605,                   1,               0.995,             0.85918,           0.0095169,           0.0035248,           0.0027474,            0.005545,            0.005545,            0.005545
                 227,            0.022979,           0.0079808,           0.0083086,             0.99661,                   1,               0.995,             0.77783,            0.015128,           0.0037392,           0.0026445,           0.0055252,           0.0055252,           0.0055252
                 228,            0.024281,           0.0070796,           0.0047014,             0.99661,                   1,               0.995,             0.77783,            0.015128,           0.0037392,           0.0026445,           0.0055054,           0.0055054,           0.0055054
                 229,            0.022101,           0.0076104,           0.0036591,             0.99693,                   1,               0.995,              0.8383,            0.011036,           0.0035352,           0.0025642,           0.0054856,           0.0054856,           0.0054856
                 230,             0.02372,            0.007775,           0.0036859,             0.99699,                   1,               0.995,             0.77591,            0.015937,           0.0039669,           0.0025352,           0.0054658,           0.0054658,           0.0054658
                 231,            0.030395,           0.0082429,           0.0046716,             0.99676,                   1,               0.995,             0.74884,            0.014517,            0.003914,           0.0025437,            0.005446,            0.005446,            0.005446
                 232,            0.024966,           0.0081456,           0.0041849,             0.99676,                   1,               0.995,             0.74884,            0.014517,            0.003914,           0.0025437,           0.0054262,           0.0054262,           0.0054262
                 233,            0.022984,           0.0066037,           0.0035985,             0.99663,                   1,               0.995,             0.79125,            0.012539,           0.0037064,           0.0025626,           0.0054064,           0.0054064,           0.0054064
                 234,            0.022851,           0.0076399,           0.0043794,             0.99662,                   1,               0.995,             0.78504,             0.01268,           0.0036656,           0.0024106,           0.0053866,           0.0053866,           0.0053866
                 235,             0.02353,           0.0069616,           0.0049402,             0.99642,                   1,               0.995,             0.79916,            0.012385,           0.0036585,           0.0024465,           0.0053668,           0.0053668,           0.0053668
                 236,            0.024143,           0.0068696,           0.0041275,             0.99642,                   1,               0.995,             0.79916,            0.012385,           0.0036585,           0.0024465,            0.005347,            0.005347,            0.005347
                 237,            0.021681,           0.0078177,           0.0062609,             0.99648,                   1,               0.995,             0.82654,            0.011231,           0.0036329,           0.0024874,           0.0053272,           0.0053272,           0.0053272
                 238,            0.024289,           0.0074234,           0.0059482,             0.99675,                   1,               0.995,             0.78204,            0.010459,             0.00358,           0.0024254,           0.0053074,           0.0053074,           0.0053074
                 239,            0.021577,           0.0077148,           0.0032491,             0.99654,                   1,               0.995,             0.73928,            0.016084,           0.0039231,           0.0023869,           0.0052876,           0.0052876,           0.0052876
                 240,            0.028494,           0.0087045,           0.0038219,             0.99654,                   1,               0.995,             0.73928,            0.016084,           0.0039231,           0.0023869,           0.0052678,           0.0052678,           0.0052678
                 241,            0.027208,           0.0088181,           0.0039888,             0.98543,                   1,               0.995,             0.76419,            0.016037,           0.0039131,           0.0023851,            0.005248,            0.005248,            0.005248
                 242,            0.023212,           0.0083044,           0.0045421,             0.99649,                   1,               0.995,             0.79435,           0.0096142,           0.0035398,           0.0023836,           0.0052282,           0.0052282,           0.0052282
                 243,            0.025903,           0.0064679,           0.0033527,             0.99662,                   1,               0.995,             0.83088,            0.012013,           0.0037026,           0.0023686,           0.0052084,           0.0052084,           0.0052084
                 244,            0.024363,            0.007017,           0.0037586,             0.99662,                   1,               0.995,             0.83088,            0.012013,           0.0037026,           0.0023686,           0.0051886,           0.0051886,           0.0051886
                 245,            0.021596,           0.0076189,           0.0034925,             0.99683,                   1,               0.995,             0.86114,           0.0097496,           0.0035191,           0.0023439,           0.0051688,           0.0051688,           0.0051688
                 246,            0.023592,           0.0072025,           0.0063192,             0.99588,                   1,               0.995,             0.81101,            0.014317,           0.0037245,           0.0022912,            0.005149,            0.005149,            0.005149
                 247,            0.023663,           0.0084473,           0.0032434,             0.96802,                   1,               0.995,                0.72,            0.013875,           0.0038491,           0.0022497,           0.0051292,           0.0051292,           0.0051292
                 248,            0.023961,           0.0084961,           0.0047226,             0.96802,                   1,               0.995,                0.72,            0.013875,           0.0038491,           0.0022497,           0.0051094,           0.0051094,           0.0051094
                 249,            0.025814,           0.0082075,           0.0042128,             0.99669,                   1,               0.995,             0.78798,            0.011144,           0.0037126,           0.0022645,           0.0050896,           0.0050896,           0.0050896
                 250,            0.023357,           0.0097589,           0.0056407,             0.99676,                   1,               0.995,             0.85938,             0.01089,           0.0036963,            0.002262,           0.0050698,           0.0050698,           0.0050698
                 251,            0.024865,           0.0091263,           0.0033194,             0.99658,                   1,               0.995,              0.8346,            0.010948,           0.0037244,           0.0022369,             0.00505,             0.00505,             0.00505
                 252,            0.024643,           0.0077668,           0.0034499,             0.99658,                   1,               0.995,              0.8346,            0.010948,           0.0037244,           0.0022369,           0.0050302,           0.0050302,           0.0050302
                 253,            0.020286,           0.0070336,           0.0032361,             0.99645,                   1,               0.995,              0.8796,           0.0086078,           0.0035768,           0.0022256,           0.0050104,           0.0050104,           0.0050104
                 254,            0.020062,           0.0077357,           0.0036303,             0.99666,                   1,               0.995,             0.81479,            0.010706,           0.0038248,           0.0023099,           0.0049906,           0.0049906,           0.0049906
                 255,            0.023244,           0.0065181,           0.0040237,             0.99703,                   1,               0.995,              0.7301,            0.012914,           0.0039833,           0.0023749,           0.0049708,           0.0049708,           0.0049708
                 256,            0.022898,           0.0078268,           0.0030344,             0.99703,                   1,               0.995,              0.7301,            0.012914,           0.0039833,           0.0023749,            0.004951,            0.004951,            0.004951
                 257,            0.021724,           0.0074571,           0.0041426,             0.99692,                   1,               0.995,             0.79501,           0.0098949,           0.0038422,           0.0024298,           0.0049312,           0.0049312,           0.0049312
                 258,              0.0218,           0.0079709,           0.0050491,             0.99577,                   1,               0.995,             0.78532,            0.012401,           0.0038472,           0.0024852,           0.0049114,           0.0049114,           0.0049114
                 259,            0.026045,           0.0073501,           0.0059769,              0.9968,                   1,               0.995,             0.80723,            0.010683,           0.0037713,           0.0024278,           0.0048916,           0.0048916,           0.0048916
                 260,            0.024865,           0.0068512,           0.0034479,              0.9968,                   1,               0.995,             0.80723,            0.010683,           0.0037713,           0.0024278,           0.0048718,           0.0048718,           0.0048718
                 261,            0.021739,           0.0061894,           0.0061219,             0.99641,                   1,               0.995,             0.77774,            0.010211,           0.0036477,           0.0023545,            0.004852,            0.004852,            0.004852
                 262,            0.023315,           0.0075183,           0.0039287,             0.99663,                   1,               0.995,             0.84782,            0.011311,           0.0036762,           0.0022991,           0.0048322,           0.0048322,           0.0048322
                 263,            0.026411,           0.0078196,           0.0085437,             0.99606,                   1,               0.995,             0.73722,            0.013529,           0.0037388,           0.0021944,           0.0048124,           0.0048124,           0.0048124
                 264,            0.023497,           0.0073282,           0.0039742,             0.99606,                   1,               0.995,             0.73722,            0.013529,           0.0037388,           0.0021944,           0.0047926,           0.0047926,           0.0047926
                 265,             0.02105,           0.0078992,           0.0045077,             0.99618,                   1,               0.995,             0.79848,            0.011137,           0.0036417,            0.002165,           0.0047728,           0.0047728,           0.0047728
                 266,            0.018209,           0.0076833,           0.0038458,             0.99622,                   1,               0.995,             0.85668,            0.010426,           0.0034774,           0.0021244,            0.004753,            0.004753,            0.004753
                 267,            0.019745,           0.0068944,           0.0037332,              0.9961,                   1,               0.995,             0.82942,            0.014343,           0.0037694,           0.0020951,           0.0047332,           0.0047332,           0.0047332
                 268,            0.027668,           0.0075806,           0.0044627,              0.9961,                   1,               0.995,             0.82942,            0.014343,           0.0037694,           0.0020951,           0.0047134,           0.0047134,           0.0047134
                 269,            0.025105,           0.0070158,            0.004058,             0.99613,                   1,               0.995,             0.88128,            0.012812,           0.0036409,           0.0020813,           0.0046936,           0.0046936,           0.0046936
                 270,            0.023331,           0.0072402,           0.0040259,             0.99607,                   1,               0.995,             0.82442,            0.011677,            0.003556,           0.0020661,           0.0046738,           0.0046738,           0.0046738
                 271,            0.027544,           0.0069709,            0.003876,             0.99603,                   1,               0.995,             0.77218,            0.010677,           0.0034493,           0.0020616,            0.004654,            0.004654,            0.004654
                 272,            0.022544,           0.0065785,           0.0042069,             0.99603,                   1,               0.995,             0.77218,            0.010677,           0.0034493,           0.0020616,           0.0046342,           0.0046342,           0.0046342
                 273,            0.017835,           0.0077859,           0.0028511,             0.99608,                   1,               0.995,             0.80331,           0.0087708,           0.0032697,           0.0020513,           0.0046144,           0.0046144,           0.0046144
                 274,            0.018497,           0.0064816,           0.0068143,             0.99602,                   1,               0.995,             0.81135,            0.011529,           0.0034324,           0.0020101,           0.0045946,           0.0045946,           0.0045946
                 275,            0.020105,           0.0066576,           0.0037567,             0.99597,                   1,               0.995,             0.81017,            0.012714,           0.0034335,           0.0020097,           0.0045748,           0.0045748,           0.0045748
                 276,            0.025738,           0.0090113,           0.0038825,             0.99597,                   1,               0.995,             0.81017,            0.012714,           0.0034335,           0.0020097,            0.004555,            0.004555,            0.004555
                 277,            0.021114,           0.0071784,           0.0030288,             0.99632,                   1,               0.995,             0.81325,            0.011234,           0.0033108,            0.001987,           0.0045352,           0.0045352,           0.0045352
                 278,            0.023146,           0.0084856,           0.0029878,             0.99631,                   1,               0.995,             0.82133,            0.012894,           0.0035377,           0.0019848,           0.0045154,           0.0045154,           0.0045154
                 279,            0.028037,           0.0076576,           0.0028075,             0.99638,                   1,               0.995,              0.8376,           0.0093314,           0.0032733,           0.0019708,           0.0044956,           0.0044956,           0.0044956
                 280,            0.021264,           0.0056166,           0.0069093,             0.99638,                   1,               0.995,              0.8376,           0.0093314,           0.0032733,           0.0019708,           0.0044758,           0.0044758,           0.0044758
                 281,            0.018539,           0.0072623,           0.0029101,              0.9963,                   1,               0.995,             0.88981,           0.0074489,           0.0031525,           0.0019645,            0.004456,            0.004456,            0.004456
                 282,            0.018661,           0.0072674,           0.0036355,             0.99627,                   1,               0.995,             0.84507,            0.013142,           0.0034415,           0.0019228,           0.0044362,           0.0044362,           0.0044362
                 283,            0.023493,           0.0074385,           0.0029533,             0.99624,                   1,               0.995,             0.84629,             0.01088,           0.0033815,           0.0019007,           0.0044164,           0.0044164,           0.0044164
                 284,            0.026488,           0.0080964,           0.0049491,             0.99624,                   1,               0.995,             0.84629,             0.01088,           0.0033815,           0.0019007,           0.0043966,           0.0043966,           0.0043966
                 285,            0.022152,           0.0072448,           0.0032509,             0.99619,                   1,               0.995,             0.88556,            0.009326,           0.0032376,           0.0018916,           0.0043768,           0.0043768,           0.0043768
                 286,            0.022611,           0.0072735,           0.0040352,             0.99617,                   1,               0.995,             0.70682,            0.012787,           0.0035359,           0.0018869,            0.004357,            0.004357,            0.004357
                 287,            0.024362,           0.0081936,           0.0046948,              0.9961,                   1,               0.995,             0.83343,           0.0094825,           0.0032766,           0.0018681,           0.0043372,           0.0043372,           0.0043372
                 288,            0.018337,           0.0062312,           0.0039143,              0.9961,                   1,               0.995,             0.83343,           0.0094825,           0.0032766,           0.0018681,           0.0043174,           0.0043174,           0.0043174
                 289,            0.018569,           0.0075607,           0.0032836,             0.99616,                   1,               0.995,             0.84319,           0.0082839,           0.0032618,           0.0018563,           0.0042976,           0.0042976,           0.0042976
                 290,            0.020697,           0.0080193,           0.0040936,             0.99599,                   1,               0.995,             0.85508,            0.012328,           0.0036564,            0.001833,           0.0042778,           0.0042778,           0.0042778
                 291,            0.022414,             0.00696,           0.0024732,             0.99601,                   1,               0.995,             0.73226,            0.012994,           0.0037642,           0.0018379,            0.004258,            0.004258,            0.004258
                 292,            0.027221,           0.0087586,           0.0074742,             0.99601,                   1,               0.995,             0.73226,            0.012994,           0.0037642,           0.0018379,           0.0042382,           0.0042382,           0.0042382
                 293,            0.023147,           0.0066221,           0.0027707,             0.99601,                   1,               0.995,             0.86457,           0.0094861,           0.0033734,           0.0018304,           0.0042184,           0.0042184,           0.0042184
                 294,            0.022426,           0.0076193,           0.0034264,             0.99614,                   1,               0.995,              0.7967,            0.014696,           0.0036207,           0.0018146,           0.0041986,           0.0041986,           0.0041986
                 295,            0.025083,           0.0079222,           0.0026245,             0.99623,                   1,               0.995,             0.87389,           0.0093579,           0.0031438,           0.0018403,           0.0041788,           0.0041788,           0.0041788
                 296,            0.019375,            0.007858,           0.0049704,             0.99623,                   1,               0.995,             0.87389,           0.0093579,           0.0031438,           0.0018403,            0.004159,            0.004159,            0.004159
                 297,             0.01902,            0.006494,           0.0041687,             0.99641,                   1,               0.995,             0.88716,           0.0081855,           0.0029828,           0.0018494,           0.0041392,           0.0041392,           0.0041392
                 298,            0.016831,           0.0067775,           0.0030228,             0.99643,                   1,               0.995,             0.89258,           0.0088174,           0.0030698,           0.0018586,           0.0041194,           0.0041194,           0.0041194
                 299,            0.017297,           0.0065983,           0.0031882,              0.9968,                   1,               0.995,             0.86007,            0.011508,           0.0032352,           0.0018663,           0.0040996,           0.0040996,           0.0040996
                 300,            0.024159,           0.0075205,           0.0052551,              0.9968,                   1,               0.995,             0.86007,            0.011508,           0.0032352,           0.0018663,           0.0040798,           0.0040798,           0.0040798
                 301,            0.023474,           0.0074043,           0.0040613,             0.99685,                   1,               0.995,             0.82201,            0.011515,           0.0032247,           0.0018855,             0.00406,             0.00406,             0.00406
                 302,            0.021752,           0.0074085,           0.0033418,             0.99714,                   1,               0.995,             0.82269,            0.010566,           0.0032417,           0.0018638,           0.0040402,           0.0040402,           0.0040402
                 303,            0.022396,            0.007906,           0.0034523,             0.99664,                   1,               0.995,             0.88192,           0.0087265,           0.0030748,           0.0019222,           0.0040204,           0.0040204,           0.0040204
                 304,            0.019658,           0.0065648,           0.0062173,             0.99664,                   1,               0.995,             0.88192,           0.0087265,           0.0030748,           0.0019222,           0.0040006,           0.0040006,           0.0040006
                 305,            0.018553,           0.0072421,           0.0049047,             0.99623,                   1,               0.995,             0.88539,           0.0084407,           0.0030709,           0.0019445,           0.0039808,           0.0039808,           0.0039808
                 306,            0.014977,           0.0067373,           0.0042948,             0.99599,                   1,               0.995,             0.87612,           0.0076886,           0.0030689,           0.0019927,            0.003961,            0.003961,            0.003961
                 307,             0.01713,           0.0083154,           0.0029025,             0.99551,                   1,               0.995,             0.80527,            0.011085,           0.0033264,           0.0020748,           0.0039412,           0.0039412,           0.0039412
                 308,            0.020811,           0.0063805,           0.0036699,             0.99551,                   1,               0.995,             0.80527,            0.011085,           0.0033264,           0.0020748,           0.0039214,           0.0039214,           0.0039214
                 309,            0.019831,            0.007161,           0.0037538,             0.99539,                   1,               0.995,             0.84444,           0.0091823,           0.0032218,           0.0021151,           0.0039016,           0.0039016,           0.0039016
                 310,            0.019268,           0.0072668,           0.0032894,             0.99555,                   1,               0.995,             0.76859,            0.012324,           0.0034473,           0.0021281,           0.0038818,           0.0038818,           0.0038818
                 311,            0.024459,           0.0078221,           0.0038752,             0.99526,                   1,               0.995,             0.86723,           0.0084599,           0.0031646,           0.0022298,            0.003862,            0.003862,            0.003862
                 312,            0.019115,           0.0072029,           0.0027773,             0.99526,                   1,               0.995,             0.86723,           0.0084599,           0.0031646,           0.0022298,           0.0038422,           0.0038422,           0.0038422
                 313,            0.018697,           0.0066628,           0.0036018,              0.9952,                   1,               0.995,              0.8891,           0.0079807,            0.003136,           0.0022702,           0.0038224,           0.0038224,           0.0038224
                 314,            0.018199,           0.0060224,           0.0085848,              0.9952,                   1,               0.995,             0.86904,           0.0097899,           0.0032418,            0.002302,           0.0038026,           0.0038026,           0.0038026
                 315,            0.022445,           0.0074215,           0.0037667,              0.9957,                   1,               0.995,             0.85546,           0.0099194,            0.003295,           0.0022785,           0.0037828,           0.0037828,           0.0037828
